key	category	name	offer-2023-12-08	default-2023-12-08	offer-2023-12-09	default-2023-12-09
BTY-X71851000320021	food/tiefkühl/torten-kuchen-desserts	Vegeta Eierpfannkuchen Naturell, ungesüßt, 50 Stück à 70 g - 3,5 kg Karton	28.45	28.45	28.45	28.45
BTY-X56701100320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Pancake Ø 4,5 cm tiefgefroren, fertig gebacken 348 Stück à 8,5 g - 2,96 kg Karton	44.72	44.72	44.72	44.72
BTY-X58657900320021	food/tiefkühl/torten-kuchen-desserts	Edna FF-Mini Fruchtplunder Mix 3-fach sortiert tiefgefroren, fertig gebacken 36 Stück à 55 g - 1,98 kg Karton	41.55	41.55	41.55	41.55
BTY-X14588000320021	food/tiefkühl/torten-kuchen-desserts	Erlenbacher Smarties Party Cake tiefgefroren fertig gebacken - 1 x 430 g Karton	9.62	9.62	9.62	9.62
BTY-X31357900320021	food/tiefkühl/torten-kuchen-desserts	Dr. Oetker Professional Mini Windbeutel mit Sahne Füllung tiefgefroren fertig gebacken 68 Stück - 1 kg Karton	28.99	28.99	28.99	28.99
BTY-X31357900320022	food/tiefkühl/torten-kuchen-desserts	Dr. Oetker Professional Mini Windbeutel mit Sahne Füllung tiefgefroren fertig gebacken 68 Stück - 2 x 1 kg Beutel	39.95	39.95	39.95	39.95
BTY-X2743700320021	food/tiefkühl/torten-kuchen-desserts	Bindi Semifreddo Torroncino tiefgefroren, verzehrfertig, Nougateiscreme mit einer Schicht kleiner karamelisierter Haselnussstückchen 12 x 75 g Karton	20.58	20.58	20.58	20.58
BTY-X40879000320021	food/tiefkühl/torten-kuchen-desserts	Edna Double Chocolate Muffin Ø 7,9 cm tiefgefroren, fertig gebacken 36 Stück à 82 g - 2,95 kg Karton	40.09	40.09	40.09	40.09
BTY-X37515100320021	food/tiefkühl/torten-kuchen-desserts	Edna Schoko - Blechkuchen tiefgefroren 3 Stück à 1,4 kg, geschnitten - 4,2 kg Karton	63.44	63.44	63.44	63.44
BTY-X2673600320021	food/tiefkühl/torten-kuchen-desserts	Bindi Tiramisu BIG tiefgefroren, 20 Portionen - 1,75 kg Packung	25.5	25.5	25.5	25.5
BTY-X4837400320021	food/tiefkühl/torten-kuchen-desserts	Bindi Tartufo Niccola Tartufo Niccola tiefgefroren, sofort verzehrfertig, 12 Stück à 75 g, Klassisches Halbgefrorenes aus Haselnuss-Eiscreme mit Schokoladenkern, bedeckt mit karamelisierten Haselnuss - und Baiserstückchen 900 g Karton	24.6	24.6	24.6	24.6
BTY-X3573600320021	food/tiefkühl/torten-kuchen-desserts	Bindi Soufflé al Cioccolato Bianco Soufflè al Cioccolato Bianco tiefgefroren, verzehrfertig, 12 Portionen à 100 g, weisses Schokoladensoufflé mit einem flüssigen, weissen Schokoladenkern. 1,2 kg Karton	26.8	26.8	26.8	26.8
BTY-X20895400320021	food/tiefkühl/torten-kuchen-desserts	Erlenbacher Feinster Apfelkuchen (vegan) ca. 12 Portionen, vorgeschnitten 2,25 kg Faltschachtel	22.69	22.69	22.69	22.69
BTY-X35124800320021	food/tiefkühl/torten-kuchen-desserts	Coppenrath & Wiese Meistertorte Benjamin Blümchen tiefgefroren - 500 g Schachtel	8.49	8.49	8.49	8.49
BTY-X57005600320021	food/tiefkühl/torten-kuchen-desserts	Edna Apfelkuchen mit Sultaninen tiefgefroren, fertig gebacken 2 Stück à 2,2 kg - 4,4 kg Karton	61.11	61.11	61.11	61.11
BTY-X33731800320021	food/tiefkühl/torten-kuchen-desserts	Edna Tannenbaum tiefgefroren 40 Stück à 60 g - 2,4 kg Karton	24.06	24.06	24.06	24.06
BTY-X18507600320021	food/tiefkühl/torten-kuchen-desserts	Edna Butter Streuselstück mit Johannisbeeren tiefgefroren, fertig gebacken 36 Stück à 140g - 5,04 kg Karton	37.46	37.46	37.46	37.46
BTY-X96432400320021	food/tiefkühl/torten-kuchen-desserts	Edna Mohn Streusel Schnitte tiefgefroren, fertig gebacken 3 Stück à 2,35 kg - 7,05 kg Karton	91.47	91.47	91.47	91.47
BTY-X75518900320021	food/tiefkühl/torten-kuchen-desserts	Edna Nuss Schleife tiefgefroren, Teigling 50 Stück à 140 g - 7 kg Karton	50.22	50.22	50.22	50.22
BTY-X25306900320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Sachertorte tiefgefroren fertig gebacken - 1 x 1,4 kg Karton	24.43	24.43		
BTY-X18156100320021	food/tiefkühl/torten-kuchen-desserts	Edna Triple Chocolate Cookies Ø 7 cm tiefgefroren, Teigling 50 Stück à 85 g- 4,25 kg Karton	52.95	52.95	52.95	52.95
BTY-X4678100320021	food/tiefkühl/torten-kuchen-desserts	Edna Pecantasche tiefgefroren, Teigling 48 Stück à 95 g - 4,56 kg Karton	63.33	63.33	63.33	63.33
BTY-X7007400320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Spritzring Mischkarton Ø 6 cm 3-fach sortiert tiefgefroren, fertig gebacken 168 Stück à 17 g - 2,86 kg Karton	96.94	96.94	96.94	96.94
BTY-X58554000320021	food/tiefkühl/torten-kuchen-desserts	Edna Dessert Apfelstrudel portioniert tiefgefroren, fertig gebacken 40 Stück à 100 g - 4 kg Karton	44.39	44.39	44.39	44.39
BTY-X96424200320021	food/tiefkühl/torten-kuchen-desserts	Edna Süße Genießer Kiste 3-fach sortiert tiefgefroren, Teigling 90 Stück à 50 g - 4,5 kg Karton	52.28	52.28	52.28	52.28
BTY-X58369900320021	food/tiefkühl/torten-kuchen-desserts	Edna Pizzateig Kugel Ø 7 cm tiefgefroren, Teigling 40 Stück à 220 g - 8,8 kg Karton	33.81	33.81	33.81	33.81
BTY-X58916300320021	food/tiefkühl/torten-kuchen-desserts	Erlenbacher Mandarinen-Käse-Sahne-Schnitte, vorgeschnitten tiefgefroren 12 Portionen - 2 kg Schachtel	31.02	31.02	31.02	31.02
BTY-X18614100320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Box Herzhaft 4-fach sortiert tiefgefroren, Teigling 160 Stück à 20 g - 3,2 kg Karton	61.62	61.62	61.62	61.62
BTY-X23911200320021	food/tiefkühl/torten-kuchen-desserts	Dinghartinger Oma´s Apfelstrudel tiefgefroren roh - 1 x 1,2 kg Karton	8.12	8.12	8.12	8.12
BTY-X9678300320021	food/tiefkühl/torten-kuchen-desserts	Lawa American Pancakes tiefgefroren, vorgebacken, 100 Stück à 25 g 2,5 kg Karton	19.25	19.25	19.25	19.25
BTY-X18686800320021	food/tiefkühl/torten-kuchen-desserts	Edna FF-Milk Chocolate Cookies Ø 10,5 cm tiefgefroren, fertig gebacken 34 Stück à 80 g - 2,72 kg Karton	46.21	46.21	46.21	46.21
BTY-X76736300320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Birnen-Joghurt Kuchen tiefgefroren, geschnitten, 12 Stücke, Ø 28 cm 1,4 kg Schachtel	17.86	17.86	17.86	17.86
BTY-X76736300320022	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Birnen-Joghurt Kuchen tiefgefroren, geschnitten, 12 Stücke, Ø 28 cm 4 x 1,4 kg Schachteln	71.43	71.43	71.43	71.43
BTY-X33179300320021	food/tiefkühl/torten-kuchen-desserts	Edna Butter Croissant Bake Up tiefgefroren 180 Stück à 60 g - 10,8 kg Karton	123.1	123.1	123.1	123.1
BTY-X36464700320021	food/tiefkühl/torten-kuchen-desserts	Edna Puddingzopf tiefgefroren 8 Stück à 400 g - 3,2 kg Beutel	32.09	32.09	32.09	32.09
BTY-X36472400320021	food/tiefkühl/torten-kuchen-desserts	Edna Muffin Box 3-fach sortiert tiefgefroren 36 Stück à 75 g - 2,7 kg Beutel	39.95	39.95	39.95	39.95
BTY-X95428100320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Donauwelle tiefgefroren - 1,95 kg Karton	23.91	23.91	23.91	23.91
BTY-X95428100320022	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Donauwelle tiefgefroren - 3 x 1,95 kg Karton	71.74	71.74	71.74	71.74
BTY-X47219400320021	food/tiefkühl/torten-kuchen-desserts	Edna Buttercroissant mit Schokocreme tiefgefroren, Teigling 64 Stück à 100 g - 6,4 kg Karton	82.25	82.25	82.25	82.25
BTY-X13762300320021	food/tiefkühl/torten-kuchen-desserts	Edna FF-Weckmann tiefgefroren, fertig gebacken 30 Stück à 50 g - 1,5 kg Karton	21.43	21.43	21.43	21.43
BTY-X11660500320021	food/tiefkühl/torten-kuchen-desserts	The Original Doony Donuts Mixed Box 60 Stück à 56 g 3,4 kg Karton	61.51	61.51	61.51	61.51
BTY-X57785900320021	food/tiefkühl/torten-kuchen-desserts	Edna Bienenstich gefüllt tiefgefroren, fertig gebacken, geschnitten 3 Stück à 1,8 kg - 5,4 kg Karton	50.6	50.6	50.6	50.6
BTY-X57785700320021	food/tiefkühl/torten-kuchen-desserts	Edna Pflaumenkuchen mit Cremedecke tiefgefroren, fertig gebacken 3 Stück à 2,25 kg - 6,75 kg Karton	74.31	74.31	74.31	74.31
BTY-X8637900320021	food/tiefkühl/torten-kuchen-desserts	Selection Mini Croissant 3-fach sortiert 108 Stück á 45 g, vorgebacken, Mix aus Nuss-Nougat, Marzipan & Aprikose 4,86 kg Karton	93.75	93.75	93.75	93.75
BTY-X37515000320021	food/tiefkühl/torten-kuchen-desserts	Edna Marmor - Blechkuchen tiefgefroren 3 Stück à 1,7 kg, geschnitten - 5,1 kg Karton	72.61	72.61	72.61	72.61
BTY-X47221900320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Butter Croissant tiefgefroren, Teigling 210 Stück à 25 g - 5,25 kg Karton	70.29	70.29	70.29	70.29
BTY-X36495900320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini - Box süß 4-fach sortiert tiefgefroren 80 Stück à 40 g - 3,2 kg Beutel	81.31	81.31	81.31	81.31
BTY-X32149800320021	food/tiefkühl/torten-kuchen-desserts	Blunck Crème Brûlée im Weckglas, tiefgefroren, 40 Stück à ca. 75 g - 3 kg Karton	85.17	85.17	85.17	85.17
BTY-X38866900320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Berliner Ø 6,3 cm Mischbox 4-fach sortiert tiefgefroren, fertig gebacken 80 Stück à 38 g - 3,04 kg Karton	40.33	40.33	40.33	40.33
BTY-X56806300320021	food/tiefkühl/torten-kuchen-desserts	Edna Frankfurter Kranz Ø 24 cm tiefgefroren, fertig gebacken - 1,6 kg Karton	33.62	33.62	33.62	33.62
BTY-X7451000320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Zitronenkranz 1,1 kg Schachtel	13.36	13.36	13.36	13.36
BTY-X7451000320022	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Zitronenkranz 4 x 1,1 kg Schachteln	53.46	53.46	53.46	53.46
BTY-X2545500320021	food/tiefkühl/torten-kuchen-desserts	Edna FF-Mini Butter Hefezopf tiefgefroren, fertig gebacken 40 Stück à 55 g - 2,2 kg Karton	26.53	26.53	26.53	26.53
BTY-X7752100320021	food/tiefkühl/torten-kuchen-desserts	Edna Schinken Käse Buttercroissant tiefgefroren, Teigling 50 Stück à 110 g - 5,5 kg Karton	70.58	70.58	70.58	70.58
BTY-X24520200320021	food/tiefkühl/torten-kuchen-desserts	Bindi Mono Tiramisu Mono Tiramisu tiefgefroren, verzehrfertig, Mono Tiramisú 1,1 kg Karton	21.18	21.18	21.18	21.18
BTY-X18605400320021	food/tiefkühl/torten-kuchen-desserts	Edna FF-Mini Buttercroissant tiefgefroren, fertig gebacken 80 Stück à 22 g - 1,76 kg Karton	35.18	35.18	35.18	35.18
BTY-X38055800320021	food/tiefkühl/torten-kuchen-desserts	Edna Käse - Sahne - Fruchtriegel 3-fach sortiert tiefgefroren 3 Stück à 666 g - 2 kg Karton	40.48	40.48	40.48	40.48
BTY-X33809400320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Rahmkäsekuchen tiefgefroren fertig gebacken geschnitten - 1 x 2 kg Karton	15.83	15.83	15.83	15.83
BTY-X5670600320021	food/tiefkühl/torten-kuchen-desserts	Edna Quarkbällchen tiefgefroren, fertig gebacken 90 Stück à 25 g - 2,25 kg Karton	44.88	44.88	44.88	44.88
BTY-X30092600320021	food/tiefkühl/torten-kuchen-desserts	Pan Mini Tiramisu mit Mascarpone tiefgefroren - 990 g Karton	17.11	17.11	17.11	17.11
BTY-X26454000320021	food/tiefkühl/torten-kuchen-desserts	Edna Schmelzendes Herz 40 Stück à 36 g, fertig gebacken, Schokoladendessert 1,44 kg Karton	50.58	50.58	50.58	50.58
BTY-X69397000320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Eclair Mischkiste 2-fach sortiert tiefgefroren, fertig gebacken 96 Stück à 17 g - 1,63 kg Karton	44.19	44.19	44.19	44.19
BTY-X40837000320021	food/tiefkühl/torten-kuchen-desserts	La Donatella Tiramisu ca. 10 Portionen, verzehrfertig, ungeschnitten, mit Alkohol 1 kg Packung	12.83	12.83	12.83	12.83
BTY-X25245600320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Landfrauenkuchen Zwetschge mit Butterstreuseln tiefgefroren - 3,10 kg Schachtel	26.85	26.85	26.85	26.85
BTY-X25245600320022	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Landfrauenkuchen - Zwetschgen tiefgefroren geschnitten - 2 x 3 kg Karton	53.69	53.69	53.69	53.69
BTY-X25305900320021	food/tiefkühl/torten-kuchen-desserts	Bindi Coppa Profiterol Coppa Profiterol tiefgefroren, sofort verzehrfertig, 12 Stück à 90 g, einzeln entnehmbar, Coppa Profiterol - Brandteigkugeln gefüllt mit einer Creme mit Vanillegeschmack, umhüllt von einer Schokoladencreme 1,08 kg Karton	20.73	20.73	20.73	20.73
BTY-X58123600320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Früchtekörbchen Mischkiste 3-fach sortiert tiefgefroren, Teigling 120 Stück à 35 g - 4,2 kg Karton	73.18	73.18	73.18	73.18
BTY-X23039800320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Mandel-Bienenstich tiefgefroren - 1,30 kg Karton	21.39	21.39	21.39	21.39
BTY-X23039800320022	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Mandel-Bienenstich 14 Stücke, Ø 28 cm, verzehrfertig, eingeteilt 4 x 1,3 kg Schachteln	85.56	85.56	85.56	85.56
BTY-X5669200320021	food/tiefkühl/torten-kuchen-desserts	Edna Milk Chocolate Cookies, Teigling, 50 Stück à ca. 85 g, tiefgefroren - 4,25 kg Karton	51.99	51.99	51.99	51.99
BTY-X13684000320021	food/tiefkühl/torten-kuchen-desserts	Pan Apfelstrudel aus gezogenem Teig roh 8 kg Karton	45.42	45.42	45.42	45.42
BTY-X5745700320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Marmor Blechkuchen tiefgefroren, 24 Portionen - 1,7 kg Karton	17.64	17.64	17.64	17.64
BTY-X5745700320022	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Marmor Blechkuchen tiefgefroren, geschnitten, 24 Stücke 3 x 1,7 kg Schachteln	52.93	52.93	52.93	52.93
BTY-X23814800320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Dänisch Box 5-fach sortiert tiefgefroren, Teigling 100 Stück à 39 g - 3,9 kg Karton	77.03	77.03	77.03	77.03
BTY-X58272300320021	food/tiefkühl/torten-kuchen-desserts	Edna Nuss Schnecke Ø 9,5 cm tiefgefroren, Teigling 50 Stück à 140 g - 7 kg Karton	48.46	48.46	48.46	48.46
BTY-X59039600320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Muffins Ø 4,2 cm 2-fach sortiert tiefgefroren, fertig gebacken 126 Stück à 19 g - 2,39 kg Karton	66.33	66.33	66.33	66.33
BTY-X729100320021	food/tiefkühl/torten-kuchen-desserts	Edna Bayerischer Giga Hefedonut Ø 15 cm tiefgefroren, fertig gebacken 16 Stück à 110 g - 1,76 kg Karton	21.56	21.56	21.56	21.56
BTY-X33733200320021	food/tiefkühl/torten-kuchen-desserts	Edna Schokoladen Chip Muffin Ø 6,6 cm tiefgefroren, fertig gebacken 36 Stück à 82 g - 2,95 kg Karton	39.31	39.31	39.31	39.31
BTY-X58382500320021	food/tiefkühl/torten-kuchen-desserts	Edna Apfelschnecke Ø 12 cm tiefgefroren, fertig gebacken 25 Stück à 110 g - 2,75 kg Karton	33.89	33.89	33.89	33.89
BTY-X57176900320021	food/tiefkühl/torten-kuchen-desserts	Edna Baby Donut Ø 4,5 cm Mischkiste 3-fach sortiert tiefgefroren, fertig gebacken 150 Stück à 12 g - 1,8 kg Karton	68.36	68.36	68.36	68.36
BTY-X38463900320021	food/tiefkühl/torten-kuchen-desserts	Edna Butter Nußkranz Ø 21 cm tiefgefroren, fertig gebacken 8 Stück à 500 g - 4 kg Karton	43.97	43.97	43.97	43.97
BTY-X57785300320021	food/tiefkühl/torten-kuchen-desserts	Edna Blueberry Muffin Ø 6,7 cm tiefgefroren, fertig gebacken 36 Stück à 82 g - 2,95 kg Karton	41.43	41.43	41.43	41.43
BTY-X14428000320021	food/tiefkühl/torten-kuchen-desserts	Edna Butter Croissant mit Praliné Füllung tiefgefroren, Teigling 60 Stück à 100 g - 6 kg Karton	73.15	73.15	73.15	73.15
BTY-X18590300320021	food/tiefkühl/torten-kuchen-desserts	Edna Butter Croissant mit Aprikosen Füllung tiefgefroren, Teigling 60 Stück à 90 g - 5,1 kg Karton	69.18	69.18	69.18	69.18
BTY-X15051400320021	food/tiefkühl/torten-kuchen-desserts	Edna FF-Bio Buttercroissant tiefgefroren, fertig gebacken 80 Stück à 45 g - 3,6 kg Karton	101.33	101.33	101.33	101.33
BTY-X18684500320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Mischkiste Viennoiserie 4-fach sortiert tiefgefroren, vorgebacken 275 Stück à 32,5 g - 8,94 kg Beutel	171.46	171.46	171.46	171.46
BTY-X58812200320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Pecantasche tiefgefroren, vorgebacken 120 Stück à 41,5 g - 4,98 kg Karton	90.43	90.43	90.43	90.43
BTY-X56984800320021	food/tiefkühl/torten-kuchen-desserts	Edna Schoko Napfkuchen Ø 24 cm tiefgefroren, fertig gebacken - 1,2 kg Karton	19.82	19.82	19.82	19.82
BTY-X57976300320021	food/tiefkühl/torten-kuchen-desserts	Edna Mandelecke tiefgefroren, fertig gebacken 32 Stück à 100 g - 3,2 kg Karton	87.11	87.11	87.11	87.11
BTY-X32150400320021	food/tiefkühl/torten-kuchen-desserts	Blunck Tiramisù im Glas mit Löffelbiskuit, tiefgefroren, 30 Stück à 45 g - 1,35 kg Karton	58.73	58.73	58.73	58.73
BTY-X56892500320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Mix Süß 4-fach sortiert tiefgefroren, Teigling 100 Stück à 37,5 g - 3,75 kg Karton	84.12	84.12	84.12	84.12
BTY-X57173300320021	food/tiefkühl/torten-kuchen-desserts	Edna Plunderkissen Kirsch Vanille Pudding tiefgefroren Teigling 50 Stück à 120 g - 6 kg Karton	51.03	51.03	51.03	51.03
BTY-X23965700320021	food/tiefkühl/torten-kuchen-desserts	Edna Buttergipfel mit Eistreiche tiefgefroren, Teigling 60 Stück à 80 g - 4,8 kg Karton	44.22	44.22	44.22	44.22
BTY-X18685800320021	food/tiefkühl/torten-kuchen-desserts	Edna FF-Butter Streuselstück tiefgefroren, fertig gebacken 36 Stück à 140 g - 5,04 kg Karton	41.72	41.72	41.72	41.72
BTY-X56964900320021	food/tiefkühl/torten-kuchen-desserts	Erlenbacher Sahneschnitten-Mix 3-fach sortiert 3 Stück à 2 kg, fertig gebacken - 6 kg Karton	117.41	117.41	117.41	117.41
BTY-X75522000320021	food/tiefkühl/torten-kuchen-desserts	Edna Französische Butter Apfeltasche tiefgefroren, Teigling 54 Stück à 100 g - 5,4 kg Karton	55.3	55.3	55.3	55.3
BTY-X58555200320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Butter Croissant mit 24 % Butteranteil tiefgefroren, Teigling 150 Stück à 25 g - 3,75 kg Karton	55.84	55.84	55.84	55.84
BTY-X15148500320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini - Apfelschnecke tiefgefroren, 69 Stück à 40 g - 2,76 kg Karton	44.59	44.59	44.59	44.59
BTY-X36559300320021	food/tiefkühl/torten-kuchen-desserts	Edna SG - Spritzring tiefgefroren 36 Stück à 35 g - 1,25 kg Karton	24.35	24.35	24.35	24.35
BTY-X57173900320021	food/tiefkühl/torten-kuchen-desserts	Edna Pflaumenkuchen mit Streuseln tiefgefroren, fertig gebacken 3 Stück à 2 kg - 6 kg Karton	64.83	64.83	64.83	64.83
BTY-X29428800320021	food/tiefkühl/torten-kuchen-desserts	Edna Apfeltasche Premium tiefgefroren, Teigling 50 Stück à 140 g - 7 kg Karton	42.94	42.94	42.94	42.94
BTY-X19256200320021	food/tiefkühl/torten-kuchen-desserts	Edna Tramenzzino Classico tiefgefroren, fertig gebacken 4 Stück à 980 g - 3,92 kg Karton	42.65	42.65	42.65	42.65
BTY-X18614400320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Butter Croissant Box 3-fach sortiert tiefgefroren, Teigling 225 Stück à 25 g - 5,63 kg Karton	88.72	88.72	88.72	88.72
BTY-X59049100320021	food/tiefkühl/torten-kuchen-desserts	Edna Rockslide Brownie tiefgefroren, fertig gebacken 2 Stück à 2,04 kg - 4,08 kg Karton	145.21	145.21	145.21	145.21
BTY-X36499900320021	food/tiefkühl/torten-kuchen-desserts	Edna Butter Zimt Mandelkuchen tiefgefroren 2 Stück à 800 g - 1,6 kg Karton	42.25	42.25	42.25	42.25
BTY-X15114600320021	food/tiefkühl/torten-kuchen-desserts	Edna SG Mini Berliner Ø 6,3 cm mit Himbeer Johannisbeer Füllung tiefgefroren, fertig gebacken 100 Stück à 36 g - 3,6 kg Karton	45.94	45.94	45.94	45.94
BTY-X32442600320021	food/tiefkühl/torten-kuchen-desserts	Bindi New York Cheesecake tiefgefroren - 2,13 kg Karton	37.64	37.64	37.64	37.64
BTY-X24831600320021	food/tiefkühl/torten-kuchen-desserts	Edna Pizzateig-Kugel tiefgefroren 26 Stück à 320 g - 8,32 kg Karton	17.08	17.08	17.08	17.08
BTY-X55456900320021	food/tiefkühl/torten-kuchen-desserts	Edna Buttercroissant mit Nuss Nougatcreme tiefgefroren, Teigling 64 Stück à 100 g - 6,4 kg Karton	88.59	88.59	88.59	88.59
BTY-X56784500320021	food/tiefkühl/torten-kuchen-desserts	Edna Kirsch Schoko Kuchen tiefgefroren, fertig gebacken 2 Stück à 2,2 kg - 4,4 kg Karton	56.53	56.53	56.53	56.53
BTY-X25750600320021	food/tiefkühl/torten-kuchen-desserts	Bindi Soufflé al Pistacchio tiefgefroren - 1,08 kg Karton	26.05	26.05	26.05	26.05
BTY-X58777400320021	food/tiefkühl/torten-kuchen-desserts	Edna Tiramisu Riegel mit Löffelbiskuit tiefgefroren, fertig gebacken - 1 kg Karton	29.72	29.72	29.72	29.72
BTY-X55457700320021	food/tiefkühl/torten-kuchen-desserts	Edna Brownies tiefgefroren, fertig gebacken 84 Stück à 70 g - 5,88 kg Karton	124.22	124.22	124.22	124.22
BTY-X23023900320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Mandarinen-Sahneschnitte tiefgefroren, geschnitten, 20 Portionen - 2,9 kg Karton	27.92	27.92	27.92	27.92
BTY-X23023900320022	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Mandarin-Sahneschnitte tiefgefroren, geschnitten, 20 Stücke 3 x 2,9 kg Schachteln	83.75	83.75	83.75	83.75
BTY-X16384200320021	food/tiefkühl/torten-kuchen-desserts	Edna Kirschblätterteig tiefgefroren, Teigling 50 Stück à 140 g - 7 kg Karton	46.92	46.92	46.92	46.92
BTY-X58123300320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Puddingschnecke Ø 5 cm tiefgefroren, Teigling 90 Stück à 40 g - 3,6 kg Karton	43.01	43.01	43.01	43.01
BTY-X19142400320021	food/tiefkühl/torten-kuchen-desserts	Elbtal feinschmecker Hefeklösse 20 Stück á 50 g 1 kg Beutel	2.88	2.88	2.88	2.88
BTY-X27881800320021	food/tiefkühl/torten-kuchen-desserts	Edna Vegane Mini Muffin Box Ø 4 cm 2-fach sortiert tiefgefroren, fertig gebacken 84 Stück à 19 g - 1,6 kg Karton	43.87	43.87	43.87	43.87
BTY-X18595800320021	food/tiefkühl/torten-kuchen-desserts	Edna Bio Blechkuchen Mischkarton 3-fach sortiert tiefgefroren, fertig gebacken 3 Stück à 1,2 kg - 3,6 kg Karton	85.59	85.59	85.59	85.59
BTY-X10361000320021	food/tiefkühl/torten-kuchen-desserts	Edna Amerikaner Ø 11 cm tiefgefroren, fertig gebacken, glasiert 24 Stück à 110 g - 2,64 kg Karton	32.52	32.52	32.52	32.52
BTY-X58380300320021	food/tiefkühl/torten-kuchen-desserts	Edna Butter Croissant gerade mit 24 % Butteranteil tiefgefroren, Teigling 100 Stück à 60 g - 6 kg Karton	68.36	68.36	68.36	68.36
BTY-X25310400320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Maulwurf Sahnetorte mit Schokostreuseln tiefgefroren fertig gebacken - 1 x 2 kg Karton	23.96	23.96	23.96	23.96
BTY-X5497900320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Landfrauenkuchen Apfel tiefgefroren - 2,25 kg Schachtel	26.2	26.2	26.2	26.2
BTY-X18691500320021	food/tiefkühl/torten-kuchen-desserts	Edna Mischkarton Mini Twister herzhaft 3-fach sortiert tiefgefroren, Teigling 60 Stück à 55 g - 3,3 kg Karton	78.96	78.96	78.96	78.96
BTY-X18220600320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Macarons Ø 4 cm 6-fach sortiert tiefgefroren, fertig gebacken 72 Stück - 864 g Karton	72.7	72.7	72.7	72.7
BTY-X33178900320021	food/tiefkühl/torten-kuchen-desserts	Edna Mini Feingebäck 3-fach sortiert tiefgefroren fertig gebacken 90 Stück à 40 g - 1 x 3,6 kg Karton	96.52	96.52	96.52	96.52
BTY-X8638300320021	food/tiefkühl/torten-kuchen-desserts	Edna FF-Buttercroissant tiefgefroren, fertig gebacken 88 Stück à 35 g - 3,08 kg Karton	59.14	59.14	59.14	59.14
BTY-X25310100320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Beerentorte mit Waldfrüchten tiefgefroren - 2,05 kg Schachtel	25.24	25.24	25.24	25.24
BTY-X16384000320021	food/tiefkühl/torten-kuchen-desserts	Edna Puddingschnecke Ø 9,5 cm tiefgefroren, Teigling 50 Stück à 140 g - 7 kg Karton	44.49	44.49	44.49	44.49
BTY-X29721100320021	food/tiefkühl/torten-kuchen-desserts	Edna FF-Mini Cookie Mischkiste Ø 6 cm 3-fach sortiert tiefgefroren, fertig gebacken 150 Stück à 13 g - 1,95 kg Karton	69.81	69.81	69.81	69.81
BTY-X16576200320021	food/tiefkühl/torten-kuchen-desserts	Pfalzgraf Apfel-Nuss-Kuchen Vegan 12 Stücke, Ø 28 cm, verzehrfertig, geschnitten, ohne Rosinen 2,1 kg Schachtel	19.46	19.46	19.46	19.46
BTY-X36543000320021	food/tiefkühl/torten-kuchen-desserts	Edna Brüsseler Waffel tiefgefroren 24 Stück à 80 g - 1,92 kg Beutel	31.68	31.68	31.68	31.68
BTY-X57784900320021	food/tiefkühl/torten-kuchen-desserts	Edna Rübli Schnitte mit Deko tiefgefroren, fertig gebacken, geschnitten 2 Stück à 1,8 kg - 3,6 kg Karton	66.56	66.56	66.56	66.56
